,year,name,value,lastValue,rank
32,2012.8,RUNNING,939275.0,939237.0,33
33,2012.8,Rap,939009.0,938924.0,34
34,2012.8,What colour is that?,739645.0,739605.0,35
35,2012.8,Have I pooped myself?,707885.0,707870.0,36
36,2012.8,"No, don't carry me there",690917.0,690884.0,37
37,2012.8,Walking,415791.0,415772.0,38
38,2012.8,Bugs,320912.0,320879.0,39
39,2012.8,My toy,309985.0,309962.0,40
40,2012.8,Who the frick is this?,170252.0,170239.0,41
41,2012.8,We MUST meet up more,11896.0,11893.0,42
42,2012.8,Hreflang,11622.0,11559.0,43
43,2012.8,Jupyter,11389.0,11294.0,44
44,2012.8,"Oh no, THIS is grown up",11298.0,11202.0,45
45,2012.8,Everyone is racist?,11195.0,11177.0,46
0,2012.9,Need a nap,25735968.0,25369760.0,1
1,2012.9,I know pretty much everything,13159377.0,12750397.0,2
2,2012.9,I don't know anything,12800172.0,12375755.0,3
3,2012.9,When will I grow up?,12798260.0,12486330.0,4
4,2012.9,Women (fearful),12038069.0,11675303.0,5
5,2012.9,Food/drink,11157415.0,10731376.0,6
6,2012.9,Travel,10155591.0,10155565.0,7
7,2012.9,Exams,9799214.0,9799189.0,8
8,2012.9,Getting swole,7388750.0,5035880.0,9
9,2012.9,Money,6714390.0,5688738.0,10
10,2012.9,I'm going to be sick,6320686.0,6320632.0,11
11,2012.9,Eugh these clothes,6228904.0,6228847.0,12
12,2012.9,What is that smell?,5495414.0,5128988.0,13
13,2012.9,Harry Potter,4883938.0,4883938.0,14
14,2012.9,Not learning languages,3750358.0,3750353.0,15
15,2012.9,Games,3709076.0,3708984.0,16
16,2012.9,Oversized t-shirts,3655593.0,3655511.0,17
17,2012.9,Using chopsticks,3152202.0,3152177.0,18
18,2012.9,Who the f**k is this?,3106903.0,3106845.0,19
19,2012.9,Teeth are the worst,2980758.0,2980669.0,20
20,2012.9,Chewing,2770979.0,2770936.0,21
21,2012.9,Women (interested),2535750.0,4627977.0,22
22,2012.9,Trampolines,2236443.0,2236405.0,23
23,2012.9,Tying my shoes,2141133.0,2141100.0,24
24,2012.9,Cartoons,2046548.0,2046454.0,25
25,2012.9,Loud noises,1909162.0,1909083.0,26
26,2012.9,Brexit,1755360.0,1152557.0,27
27,2012.9,The dark?,1554474.0,1554389.0,28
28,2012.9,What is KPI?,1222128.0,996418.0,29
29,2012.9,Am I good?,1174672.0,1174620.0,30
30,2012.9,Bored. I might make noise,1151035.0,1150962.0,31
31,2012.9,Why does my skin hate me?,1082732.0,1082648.0,32
32,2012.9,RUNNING,939285.0,939275.0,33
33,2012.9,Rap,939070.0,939009.0,34
34,2012.9,What colour is that?,739693.0,739645.0,35
35,2012.9,Have I pooped myself?,707965.0,707885.0,36
36,2012.9,"No, don't carry me there",691014.0,690917.0,37
37,2012.9,Walking,415834.0,415791.0,38
38,2012.9,Bugs,320918.0,320912.0,39
39,2012.9,My toy,310068.0,309985.0,40
40,2012.9,Who the frick is this?,170332.0,170252.0,41
41,2012.9,We MUST meet up more,11947.0,11896.0,42
42,2012.9,Hreflang,11720.0,11622.0,43
43,2012.9,Jupyter,11402.0,11389.0,44
44,2012.9,"Oh no, THIS is grown up",11378.0,11298.0,45
45,2012.9,Everyone is racist?,11245.0,11195.0,46
0,2013.0,Need a nap,25939322.0,25735968.0,1
1,2013.0,I know pretty much everything,13160374.0,13159377.0,2
2,2013.0,I don't know anything,13030978.0,12800172.0,3
3,2013.0,When will I grow up?,12892587.0,12798260.0,4
4,2013.0,Women (fearful),12058441.0,12038069.0,5
5,2013.0,Food/drink,11329335.0,11157415.0,6
6,2013.0,Travel,10155600.0,10155591.0,7
7,2013.0,Exams,9799282.0,9799214.0,8
8,2013.0,Getting swole,7703885.0,7388750.0,9
9,2013.0,I'm going to be sick,6320693.0,6320686.0,10
10,2013.0,Eugh these clothes,6228915.0,6228904.0,11
11,2013.0,What is that smell?,5495457.0,5495414.0,12
12,2013.0,Harry Potter,4884015.0,4883938.0,13
13,2013.0,Not learning languages,3750423.0,3750358.0,14
14,2013.0,Games,3709118.0,3709076.0,15
15,2013.0,Oversized t-shirts,3655644.0,3655593.0,16
16,2013.0,Using chopsticks,3152280.0,3152202.0,17
17,2013.0,Who the f**k is this?,3106988.0,3106903.0,18
18,2013.0,Teeth are the worst,2980825.0,2980758.0,19
19,2013.0,Chewing,2771023.0,2770979.0,20
20,2013.0,Trampolines,2236531.0,2236443.0,21
21,2013.0,Tying my shoes,2141208.0,2141133.0,22
22,2013.0,Cartoons,2046605.0,2046548.0,23
23,2013.0,Loud noises,1909217.0,1909162.0,24
24,2013.0,The dark?,1554497.0,1554474.0,25
25,2013.0,What is KPI?,1222171.0,1222128.0,26
26,2013.0,Am I good?,1174745.0,1174672.0,27
27,2013.0,Bored. I might make noise,1151066.0,1151035.0,28
28,2013.0,Why does my skin hate me?,1082809.0,1082732.0,29
29,2013.0,RUNNING,939288.0,939285.0,30
30,2013.0,Rap,939148.0,939070.0,31
31,2013.0,What colour is that?,739714.0,739693.0,32
32,2013.0,Have I pooped myself?,708000.0,707965.0,33
33,2013.0,"No, don't carry me there",691093.0,691014.0,34
34,2013.0,Walking,415873.0,415834.0,35
35,2013.0,Bugs,320985.0,320918.0,36
36,2013.0,My toy,310125.0,310068.0,37
37,2013.0,Who the frick is this?,170345.0,170332.0,38
38,2013.0,We MUST meet up more,12027.0,11947.0,39
39,2013.0,Hreflang,11743.0,11720.0,40
40,2013.0,Jupyter,11492.0,11402.0,41
41,2013.0,"Oh no, THIS is grown up",11405.0,11378.0,42
42,2013.0,Everyone is racist?,11341.0,11245.0,43
43,2013.0,Money,0.0,6714390.0,44
44,2013.0,Brexit,0.0,1755360.0,45
45,2013.0,Women (interested),0.0,2535750.0,46
0,2013.1,Need a nap,26213133.0,25939322.0,1
1,2013.1,I don't know anything,13196003.0,13030978.0,2
2,2013.1,I know pretty much everything,13168325.0,13160374.0,3
3,2013.1,When will I grow up?,12948289.0,12892587.0,4
4,2013.1,Women (fearful),12096520.0,12058441.0,5
5,2013.1,Food/drink,11442571.0,11329335.0,6
6,2013.1,Travel,10155693.0,10155600.0,7
7,2013.1,Exams,9799313.0,9799282.0,8
8,2013.1,Getting swole,7971877.0,7703885.0,9
9,2013.1,I'm going to be sick,6320696.0,6320693.0,10
10,2013.1,Eugh these clothes,6228934.0,6228915.0,11
11,2013.1,What is that smell?,5495484.0,5495457.0,12
12,2013.1,Harry Potter,4884084.0,4884015.0,13
13,2013.1,Not learning languages,3750507.0,3750423.0,14
14,2013.1,Games,3709118.0,3709118.0,15
15,2013.1,Oversized t-shirts,3655716.0,3655644.0,16
16,2013.1,Using chopsticks,3152342.0,3152280.0,17
17,2013.1,Who the f**k is this?,3106997.0,3106988.0,18
18,2013.1,Teeth are the worst,2980888.0,2980825.0,19
19,2013.1,Chewing,2771107.0,2771023.0,20
20,2013.1,Trampolines,2236567.0,2236531.0,21
21,2013.1,Tying my shoes,2141215.0,2141208.0,22
22,2013.1,Cartoons,2046686.0,2046605.0,23
23,2013.1,Loud noises,1909230.0,1909217.0,24
24,2013.1,The dark?,1554586.0,1554497.0,25
25,2013.1,What is KPI?,1222222.0,1222171.0,26
26,2013.1,Am I good?,1174826.0,1174745.0,27
27,2013.1,Bored. I might make noise,1151109.0,1151066.0,28
28,2013.1,Why does my skin hate me?,1082881.0,1082809.0,29
29,2013.1,RUNNING,939381.0,939288.0,30
30,2013.1,Rap,939236.0,939148.0,31
31,2013.1,What colour is that?,739747.0,739714.0,32
32,2013.1,Have I pooped myself?,708027.0,708000.0,33
33,2013.1,"No, don't carry me there",691117.0,691093.0,34
34,2013.1,Walking,415911.0,415873.0,35
35,2013.1,Bugs,321053.0,320985.0,36
36,2013.1,My toy,310133.0,310125.0,37
37,2013.1,Who the frick is this?,170423.0,170345.0,38
38,2013.1,We MUST meet up more,12112.0,12027.0,39
39,2013.1,Hreflang,11842.0,11743.0,40
40,2013.1,Jupyter,11568.0,11492.0,41
41,2013.1,"Oh no, THIS is grown up",11449.0,11405.0,42
42,2013.1,Everyone is racist?,11404.0,11341.0,43
43,2013.1,Money,0.0,0.0,44
44,2013.1,Brexit,0.0,0.0,45
45,2013.1,Women (interested),0.0,0.0,46
0,2013.2,Need a nap,26481145.0,26213133.0,1
1,2013.2,I don't know anything,13442591.0,13196003.0,2
2,2013.2,I know pretty much everything,13253174.0,13168325.0,3
3,2013.2,When will I grow up?,13099328.0,12948289.0,4
4,2013.2,Women (fearful),12177650.0,12096520.0,5
5,2013.2,Food/drink,11677962.0,11442571.0,6
6,2013.2,Travel,10155765.0,10155693.0,7
7,2013.2,Exams,9799359.0,9799313.0,8
8,2013.2,Getting swole,8324473.0,7971877.0,9
9,2013.2,I'm going to be sick,6320772.0,6320696.0,10
10,2013.2,Eugh these clothes,6229003.0,6228934.0,11
11,2013.2,What is that smell?,5548173.0,5495484.0,12
12,2013.2,Harry Potter,4884162.0,4884084.0,13
13,2013.2,Not learning languages,3750544.0,3750507.0,14
14,2013.2,Games,3709118.0,3709118.0,15
15,2013.2,Oversized t-shirts,3655719.0,3655716.0,16
16,2013.2,Using chopsticks,3152400.0,3152342.0,17
17,2013.2,Who the f**k is this?,3107037.0,3106997.0,18
18,2013.2,Teeth are the worst,2980969.0,2980888.0,19
19,2013.2,Chewing,2771190.0,2771107.0,20
20,2013.2,Trampolines,2236631.0,2236567.0,21
21,2013.2,Tying my shoes,2141236.0,2141215.0,22
22,2013.2,Cartoons,2046701.0,2046686.0,23
23,2013.2,Loud noises,1909301.0,1909230.0,24
24,2013.2,The dark?,1554659.0,1554586.0,25
25,2013.2,What is KPI?,1284245.0,1222222.0,26
26,2013.2,Am I good?,1174880.0,1174826.0,27
27,2013.2,Bored. I might make noise,1151205.0,1151109.0,28
28,2013.2,Why does my skin hate me?,1082891.0,1082881.0,29
29,2013.2,RUNNING,939452.0,939381.0,30
30,2013.2,Rap,939324.0,939236.0,31
31,2013.2,Money,812704.0,0.0,32
32,2013.2,What colour is that?,739806.0,739747.0,33
33,2013.2,Have I pooped myself?,708036.0,708027.0,34
34,2013.2,"No, don't carry me there",691180.0,691117.0,35
35,2013.2,Women (interested),638886.0,0.0,36
36,2013.2,Walking,415972.0,415911.0,37
37,2013.2,Brexit,357888.0,0.0,38
38,2013.2,Bugs,321125.0,321053.0,39
39,2013.2,My toy,310230.0,310133.0,40
40,2013.2,Who the frick is this?,170456.0,170423.0,41
41,2013.2,We MUST meet up more,12154.0,12112.0,42
42,2013.2,Hreflang,11911.0,11842.0,43
43,2013.2,Jupyter,11599.0,11568.0,44
44,2013.2,"Oh no, THIS is grown up",11533.0,11449.0,45
45,2013.2,Everyone is racist?,11488.0,11404.0,46
0,2013.3,Need a nap,26791015.0,26481145.0,1
1,2013.3,I don't know anything,13684389.0,13442591.0,2
2,2013.3,I know pretty much everything,13324373.0,13253174.0,3
3,2013.3,When will I grow up?,13226655.0,13099328.0,4
4,2013.3,Women (fearful),12291419.0,12177650.0,5
5,2013.3,Food/drink,11909230.0,11677962.0,6
6,2013.3,Travel,10155855.0,10155765.0,7
7,2013.3,Exams,9799374.0,9799359.0,8
8,2013.3,Getting swole,8643494.0,8324473.0,9
9,2013.3,I'm going to be sick,6320772.0,6320772.0,10
10,2013.3,Eugh these clothes,6229059.0,6229003.0,11
11,2013.3,What is that smell?,5591724.0,5548173.0,12
12,2013.3,Harry Potter,4884190.0,4884162.0,13
13,2013.3,Not learning languages,3750617.0,3750544.0,14
14,2013.3,Games,3709161.0,3709118.0,15
15,2013.3,Oversized t-shirts,3655768.0,3655719.0,16
16,2013.3,Using chopsticks,3152499.0,3152400.0,17
17,2013.3,Who the f**k is this?,3107084.0,3107037.0,18
18,2013.3,Teeth are the worst,2980996.0,2980969.0,19
19,2013.3,Chewing,2771284.0,2771190.0,20
20,2013.3,Trampolines,2236716.0,2236631.0,21
21,2013.3,Tying my shoes,2141308.0,2141236.0,22
22,2013.3,Cartoons,2046706.0,2046701.0,23
23,2013.3,Loud noises,1909346.0,1909301.0,24
24,2013.3,The dark?,1554668.0,1554659.0,25
25,2013.3,What is KPI?,1333873.0,1284245.0,26
26,2013.3,Money,1309464.0,812704.0,27
27,2013.3,Am I good?,1174924.0,1174880.0,28
28,2013.3,Bored. I might make noise,1151255.0,1151205.0,29
29,2013.3,Why does my skin hate me?,1082933.0,1082891.0,30
30,2013.3,RUNNING,939548.0,939452.0,31
31,2013.3,Rap,939339.0,939324.0,32
32,2013.3,Women (interested),741312.0,638886.0,33
33,2013.3,What colour is that?,739874.0,739806.0,34
34,2013.3,Have I pooped myself?,708097.0,708036.0,35
35,2013.3,"No, don't carry me there",691236.0,691180.0,36
36,2013.3,Walking,416055.0,415972.0,37
37,2013.3,Brexit,377208.0,357888.0,38
38,2013.3,Bugs,321186.0,321125.0,39
39,2013.3,My toy,310265.0,310230.0,40
40,2013.3,Who the frick is this?,170540.0,170456.0,41
41,2013.3,We MUST meet up more,12247.0,12154.0,42
42,2013.3,Hreflang,11983.0,11911.0,43
43,2013.3,Jupyter,11620.0,11599.0,44
44,2013.3,"Oh no, THIS is grown up",11616.0,11533.0,45
45,2013.3,Everyone is racist?,11498.0,11488.0,46
0,2013.4,Need a nap,27120531.0,26791015.0,1
1,2013.4,I don't know anything,13924366.0,13684389.0,2
2,2013.4,I know pretty much everything,13513829.0,13324373.0,3
3,2013.4,When will I grow up?,13486149.0,13226655.0,4
4,2013.4,Women (fearful),12473824.0,12291419.0,5
5,2013.4,Food/drink,12095419.0,11909230.0,6
6,2013.4,Travel,10155954.0,10155855.0,7
7,2013.4,Exams,9799433.0,9799374.0,8
8,2013.4,Getting swole,9097083.0,8643494.0,9
9,2013.4,I'm going to be sick,6320829.0,6320772.0,10
10,2013.4,Eugh these clothes,6229140.0,6229059.0,11
11,2013.4,What is that smell?,5706440.0,5591724.0,12
12,2013.4,Harry Potter,4884257.0,4884190.0,13
13,2013.4,Not learning languages,3750708.0,3750617.0,14
14,2013.4,Games,3709204.0,3709161.0,15
15,2013.4,Oversized t-shirts,3655786.0,3655768.0,16
16,2013.4,Using chopsticks,3152550.0,3152499.0,17
17,2013.4,Who the f**k is this?,3107123.0,3107084.0,18
18,2013.4,Money,3084140.0,1309464.0,19
19,2013.4,Teeth are the worst,2981042.0,2980996.0,20
20,2013.4,Chewing,2771298.0,2771284.0,21
21,2013.4,Trampolines,2236790.0,2236716.0,22
22,2013.4,Tying my shoes,2141389.0,2141308.0,23
23,2013.4,Cartoons,2046805.0,2046706.0,24
24,2013.4,Loud noises,1909410.0,1909346.0,25
25,2013.4,Women (interested),1647820.0,741312.0,26
26,2013.4,The dark?,1554717.0,1554668.0,27
27,2013.4,What is KPI?,1484320.0,1333873.0,28
28,2013.4,Am I good?,1174994.0,1174924.0,29
29,2013.4,Bored. I might make noise,1151351.0,1151255.0,30
30,2013.4,Why does my skin hate me?,1083032.0,1082933.0,31
31,2013.4,RUNNING,939625.0,939548.0,32
32,2013.4,Rap,939354.0,939339.0,33
33,2013.4,Brexit,850700.0,377208.0,34
34,2013.4,What colour is that?,739947.0,739874.0,35
35,2013.4,Have I pooped myself?,708105.0,708097.0,36
36,2013.4,"No, don't carry me there",691274.0,691236.0,37
37,2013.4,Walking,416147.0,416055.0,38
38,2013.4,Bugs,321200.0,321186.0,39
39,2013.4,My toy,310280.0,310265.0,40
40,2013.4,Who the frick is this?,170566.0,170540.0,41
41,2013.4,We MUST meet up more,12267.0,12247.0,42
42,2013.4,Hreflang,12005.0,11983.0,43
43,2013.4,Jupyter,11689.0,11620.0,44
44,2013.4,"Oh no, THIS is grown up",11656.0,11616.0,45
45,2013.4,Everyone is racist?,11562.0,11498.0,46
0,2013.5,Need a nap,27437992.0,27120531.0,1
1,2013.5,I don't know anything,14177148.0,13924366.0,2
2,2013.5,When will I grow up?,13757145.0,13486149.0,3
3,2013.5,I know pretty much everything,13733808.0,13513829.0,4
4,2013.5,Women (fearful),12617137.0,12473824.0,5
5,2013.5,Food/drink,12381949.0,12095419.0,6
6,2013.5,Travel,10155984.0,10155954.0,7
7,2013.5,Exams,9799434.0,9799433.0,8
8,2013.5,Getting swole,9578553.0,9097083.0,9
9,2013.5,I'm going to be sick,6320871.0,6320829.0,10
10,2013.5,Eugh these clothes,6229231.0,6229140.0,11
11,2013.5,What is that smell?,5858692.0,5706440.0,12
12,2013.5,Harry Potter,4884326.0,4884257.0,13
13,2013.5,Not learning languages,3750712.0,3750708.0,14
14,2013.5,Games,3709238.0,3709204.0,15
15,2013.5,Oversized t-shirts,3655879.0,3655786.0,16
16,2013.5,Using chopsticks,3152591.0,3152550.0,17
17,2013.5,Who the f**k is this?,3107194.0,3107123.0,18
18,2013.5,Teeth are the worst,2981094.0,2981042.0,19
19,2013.5,Chewing,2771300.0,2771298.0,20
20,2013.5,Trampolines,2236828.0,2236790.0,21
21,2013.5,Money,2185360.0,3084140.0,22
22,2013.5,Tying my shoes,2141461.0,2141389.0,23
23,2013.5,Women (interested),2113380.0,1647820.0,24
24,2013.5,Cartoons,2046869.0,2046805.0,25
25,2013.5,Loud noises,1909468.0,1909410.0,26
26,2013.5,What is KPI?,1718004.0,1484320.0,27
27,2013.5,The dark?,1554793.0,1554717.0,28
28,2013.5,Brexit,1374700.0,850700.0,29
29,2013.5,Am I good?,1175035.0,1174994.0,30
30,2013.5,Bored. I might make noise,1151360.0,1151351.0,31
31,2013.5,Why does my skin hate me?,1083068.0,1083032.0,32
32,2013.5,RUNNING,939682.0,939625.0,33
33,2013.5,Rap,939420.0,939354.0,34
34,2013.5,What colour is that?,739985.0,739947.0,35
35,2013.5,Have I pooped myself?,708105.0,708105.0,36
36,2013.5,"No, don't carry me there",691365.0,691274.0,37
37,2013.5,Walking,416201.0,416147.0,38
38,2013.5,Bugs,321280.0,321200.0,39
39,2013.5,My toy,310374.0,310280.0,40
40,2013.5,Who the frick is this?,170618.0,170566.0,41
41,2013.5,We MUST meet up more,12338.0,12267.0,42
42,2013.5,Hreflang,12091.0,12005.0,43
43,2013.5,Jupyter,11747.0,11689.0,44
44,2013.5,"Oh no, THIS is grown up",11704.0,11656.0,45
45,2013.5,Everyone is racist?,11643.0,11562.0,46
0,2013.6,Need a nap,27812479.0,27437992.0,1
1,2013.6,I don't know anything,14425075.0,14177148.0,2
2,2013.6,I know pretty much everything,13936514.0,13733808.0,3
3,2013.6,When will I grow up?,13915496.0,13757145.0,4
4,2013.6,Women (fearful),12812210.0,12617137.0,5
5,2013.6,Food/drink,12678008.0,12381949.0,6
6,2013.6,Travel,10156078.0,10155984.0,7
7,2013.6,Exams,9799441.0,9799434.0,8
8,2013.6,Getting swole,6406110.0,9578553.0,9
9,2013.6,I'm going to be sick,6320950.0,6320871.0,10
10,2013.6,Eugh these clothes,6229240.0,6229231.0,11
11,2013.6,What is that smell?,5978405.0,5858692.0,12
12,2013.6,Harry Potter,4884344.0,4884326.0,13
13,2013.6,Not learning languages,3750728.0,3750712.0,14
14,2013.6,Games,3709320.0,3709238.0,15
15,2013.6,Oversized t-shirts,3655919.0,3655879.0,16
16,2013.6,Money,3373695.0,2185360.0,17
17,2013.6,Using chopsticks,3152595.0,3152591.0,18
18,2013.6,Who the f**k is this?,3107207.0,3107194.0,19
19,2013.6,Teeth are the worst,2981097.0,2981094.0,20
20,2013.6,Chewing,2771364.0,2771300.0,21
21,2013.6,Women (interested),2444655.0,2113380.0,22
22,2013.6,Trampolines,2236891.0,2236828.0,23
23,2013.6,Tying my shoes,2141467.0,2141461.0,24
24,2013.6,Cartoons,2046960.0,2046869.0,25
25,2013.6,Loud noises,1909544.0,1909468.0,26
26,2013.6,What is KPI?,1898183.0,1718004.0,27
27,2013.6,The dark?,1554835.0,1554793.0,28
28,2013.6,Am I good?,1175115.0,1175035.0,29
29,2013.6,Bored. I might make noise,1151441.0,1151360.0,30
30,2013.6,Why does my skin hate me?,1083158.0,1083068.0,31
31,2013.6,RUNNING,939699.0,939682.0,32
32,2013.6,Rap,939519.0,939420.0,33
33,2013.6,Brexit,859125.0,1374700.0,34
34,2013.6,What colour is that?,740081.0,739985.0,35
35,2013.6,Have I pooped myself?,708150.0,708105.0,36
36,2013.6,"No, don't carry me there",691408.0,691365.0,37
37,2013.6,Walking,416228.0,416201.0,38
38,2013.6,Bugs,321340.0,321280.0,39
39,2013.6,My toy,310423.0,310374.0,40
40,2013.6,Who the frick is this?,170665.0,170618.0,41
41,2013.6,We MUST meet up more,12385.0,12338.0,42
42,2013.6,Hreflang,12115.0,12091.0,43
43,2013.6,Jupyter,11767.0,11747.0,44
44,2013.6,"Oh no, THIS is grown up",11724.0,11704.0,45
45,2013.6,Everyone is racist?,11665.0,11643.0,46
0,2013.7,Need a nap,28289718.0,27812479.0,1
1,2013.7,I don't know anything,14889679.0,14425075.0,2
2,2013.7,When will I grow up?,14309696.0,13915496.0,3
3,2013.7,I know pretty much everything,14200280.0,13936514.0,4
4,2013.7,Women (fearful),13153536.0,12812210.0,5
5,2013.7,Food/drink,12946529.0,12678008.0,6
6,2013.7,Travel,10156174.0,10156078.0,7
7,2013.7,Exams,9799467.0,9799441.0,8
8,2013.7,Getting swole,8336664.0,6406110.0,9
9,2013.7,I'm going to be sick,6320953.0,6320950.0,10
10,2013.7,Eugh these clothes,6229259.0,6229240.0,11
11,2013.7,What is that smell?,6165069.0,5978405.0,12
12,2013.7,Harry Potter,4884357.0,4884344.0,13
13,2013.7,Money,4274956.0,3373695.0,14
14,2013.7,Not learning languages,3750824.0,3750728.0,15
15,2013.7,Games,3709381.0,3709320.0,16
16,2013.7,Oversized t-shirts,3656017.0,3655919.0,17
17,2013.7,Using chopsticks,3152686.0,3152595.0,18
18,2013.7,Who the f**k is this?,3107267.0,3107207.0,19
19,2013.7,Teeth are the worst,2981165.0,2981097.0,20
20,2013.7,Chewing,2771441.0,2771364.0,21
21,2013.7,Women (interested),2470678.0,2444655.0,22
22,2013.7,Trampolines,2236927.0,2236891.0,23
23,2013.7,What is KPI?,2154826.0,1898183.0,24
24,2013.7,Tying my shoes,2141505.0,2141467.0,25
25,2013.7,Cartoons,2047053.0,2046960.0,26
26,2013.7,Loud noises,1909605.0,1909544.0,27
27,2013.7,The dark?,1554927.0,1554835.0,28
28,2013.7,Brexit,1494402.0,859125.0,29
29,2013.7,Am I good?,1175191.0,1175115.0,30
30,2013.7,Bored. I might make noise,1151531.0,1151441.0,31
31,2013.7,Why does my skin hate me?,1083251.0,1083158.0,32
32,2013.7,RUNNING,939731.0,939699.0,33
33,2013.7,Rap,939578.0,939519.0,34
34,2013.7,What colour is that?,740092.0,740081.0,35
35,2013.7,Have I pooped myself?,708249.0,708150.0,36
36,2013.7,"No, don't carry me there",691460.0,691408.0,37
37,2013.7,Walking,416295.0,416228.0,38
38,2013.7,Bugs,321366.0,321340.0,39
39,2013.7,My toy,310475.0,310423.0,40
40,2013.7,Who the frick is this?,170715.0,170665.0,41
41,2013.7,We MUST meet up more,12434.0,12385.0,42
42,2013.7,Hreflang,12156.0,12115.0,43
43,2013.7,Jupyter,11795.0,11767.0,44
44,2013.7,Everyone is racist?,11756.0,11665.0,45
45,2013.7,"Oh no, THIS is grown up",11738.0,11724.0,46
0,2013.8,Need a nap,28677442.0,28289718.0,1
1,2013.8,I don't know anything,15260658.0,14889679.0,2
2,2013.8,When will I grow up?,14528885.0,14309696.0,3
3,2013.8,I know pretty much everything,14427388.0,14200280.0,4
4,2013.8,Women (fearful),13506818.0,13153536.0,5
5,2013.8,Food/drink,13295281.0,12946529.0,6
6,2013.8,Travel,10156255.0,10156174.0,7
7,2013.8,Exams,9799481.0,9799467.0,8
8,2013.8,What is that smell?,6498062.0,6165069.0,9
9,2013.8,I'm going to be sick,6321031.0,6320953.0,10
10,2013.8,Eugh these clothes,6229349.0,6229259.0,11
11,2013.8,Money,5300064.0,4274956.0,12
12,2013.8,Getting swole,5171243.0,8336664.0,13
13,2013.8,Harry Potter,4884363.0,4884357.0,14
14,2013.8,Not learning languages,3750824.0,3750824.0,15
15,2013.8,Games,3709418.0,3709381.0,16
16,2013.8,Oversized t-shirts,3656022.0,3656017.0,17
17,2013.8,Using chopsticks,3152727.0,3152686.0,18
18,2013.8,Who the f**k is this?,3107365.0,3107267.0,19
19,2013.8,Women (interested),3078320.0,2470678.0,20
20,2013.8,Teeth are the worst,2981165.0,2981165.0,21
21,2013.8,Chewing,2771496.0,2771441.0,22
22,2013.8,What is KPI?,2251885.0,2154826.0,23
23,2013.8,Trampolines,2236979.0,2236927.0,24
24,2013.8,Tying my shoes,2141554.0,2141505.0,25
25,2013.8,Cartoons,2047121.0,2047053.0,26
26,2013.8,Loud noises,1909682.0,1909605.0,27
27,2013.8,Brexit,1843646.0,1494402.0,28
28,2013.8,The dark?,1554967.0,1554927.0,29
29,2013.8,Am I good?,1175194.0,1175191.0,30
30,2013.8,Bored. I might make noise,1151572.0,1151531.0,31
31,2013.8,Why does my skin hate me?,1083298.0,1083251.0,32
32,2013.8,RUNNING,939767.0,939731.0,33
33,2013.8,Rap,939625.0,939578.0,34
34,2013.8,What colour is that?,740126.0,740092.0,35
35,2013.8,Have I pooped myself?,708320.0,708249.0,36
36,2013.8,"No, don't carry me there",691536.0,691460.0,37
37,2013.8,Walking,416317.0,416295.0,38
38,2013.8,Bugs,321374.0,321366.0,39
39,2013.8,My toy,310503.0,310475.0,40
40,2013.8,Who the frick is this?,170749.0,170715.0,41
41,2013.8,We MUST meet up more,12434.0,12434.0,42
42,2013.8,Hreflang,12233.0,12156.0,43
43,2013.8,"Oh no, THIS is grown up",11825.0,11738.0,44
44,2013.8,Jupyter,11806.0,11795.0,45
45,2013.8,Everyone is racist?,11758.0,11756.0,46
0,2013.9,Need a nap,29242721.0,28677442.0,1
1,2013.9,I don't know anything,15738091.0,15260658.0,2
2,2013.9,When will I grow up?,14878879.0,14528885.0,3
3,2013.9,I know pretty much everything,14642026.0,14427388.0,4
4,2013.9,Women (fearful),13736298.0,13506818.0,5
5,2013.9,Travel,10156333.0,10156255.0,6
6,2013.9,Exams,9799499.0,9799481.0,7
7,2013.9,Getting swole,8335440.0,5171243.0,8
8,2013.9,Food/drink,7380720.0,13295281.0,9
9,2013.9,Money,6847200.0,5300064.0,10
10,2013.9,What is that smell?,6681720.0,6498062.0,11
11,2013.9,I'm going to be sick,6321131.0,6321031.0,12
12,2013.9,Eugh these clothes,6229382.0,6229349.0,13
13,2013.9,Harry Potter,4884453.0,4884363.0,14
14,2013.9,Women (interested),3980880.0,3078320.0,15
15,2013.9,Not learning languages,3750905.0,3750824.0,16
16,2013.9,Games,3709460.0,3709418.0,17
17,2013.9,Oversized t-shirts,3656103.0,3656022.0,18
18,2013.9,Using chopsticks,3152729.0,3152727.0,19
19,2013.9,Who the f**k is this?,3107441.0,3107365.0,20
20,2013.9,Teeth are the worst,2981222.0,2981165.0,21
21,2013.9,Chewing,2771559.0,2771496.0,22
22,2013.9,What is KPI?,2552191.0,2251885.0,23
23,2013.9,Brexit,2330640.0,1843646.0,24
24,2013.9,Trampolines,2237062.0,2236979.0,25
25,2013.9,Tying my shoes,2141607.0,2141554.0,26
26,2013.9,Cartoons,2047190.0,2047121.0,27
27,2013.9,Loud noises,1909738.0,1909682.0,28
28,2013.9,The dark?,1554967.0,1554967.0,29
29,2013.9,Am I good?,1175266.0,1175194.0,30
30,2013.9,Bored. I might make noise,1151602.0,1151572.0,31
31,2013.9,Why does my skin hate me?,1083379.0,1083298.0,32
32,2013.9,RUNNING,939794.0,939767.0,33
33,2013.9,Rap,939658.0,939625.0,34
34,2013.9,What colour is that?,740133.0,740126.0,35
35,2013.9,Have I pooped myself?,708338.0,708320.0,36
36,2013.9,"No, don't carry me there",691632.0,691536.0,37
